nozzleTemp,bedTemp,xPos,yPos,zPos,fanSpeed,printerSpeed,createdAt
30,30,9,2,86,0,0,2024-05-14T04:53:38.273Z
30,30,9,2,86,0,0,2024-05-14T04:53:39.479Z
30,30,9,2,86,0,0,2024-05-14T04:53:41.711Z
30,30,9,2,86,0,0,2024-05-14T04:53:42.869Z
30,30,9,2,86,0,0,2024-05-14T04:53:44.187Z
30,30,9,2,86,0,0,2024-05-14T04:53:45.406Z
30,30,9,2,86,0,0,2024-05-14T04:53:46.649Z
30,30,9,2,86,0,0,2024-05-14T04:53:48.200Z
30,30,9,2,86,0,0,2024-05-14T04:53:50.141Z
30,30,9,2,86,0,0,2024-05-14T04:53:52.436Z
30,30,9,2,86,0,0,2024-05-14T04:53:53.694Z
30,30,9,2,86,0,0,2024-05-14T04:53:54.936Z
30,30,9,2,86,0,0,2024-05-14T04:53:56.275Z
30,30,9,2,86,0,0,2024-05-14T04:53:57.503Z
30,30,9,2,86,0,0,2024-05-14T04:53:58.956Z
30,30,9,2,86,0,0,2024-05-14T04:54:00.152Z
30,30,9,2,86,0,0,2024-05-14T04:54:01.393Z
30,30,9,2,86,0,0,2024-05-14T04:54:02.618Z
30,30,9,2,86,0,0,2024-05-14T04:54:03.822Z
30,30,9,2,86,0,0,2024-05-14T04:54:04.978Z
30,30,9,2,86,0,0,2024-05-14T04:54:06.205Z
30,30,9,2,86,0,0,2024-05-14T04:54:07.444Z
30,30,9,2,86,0,0,2024-05-14T04:54:08.658Z
30,30,9,2,86,0,0,2024-05-14T04:54:09.888Z
30,30,9,2,86,0,0,2024-05-14T04:54:11.039Z
30,30,9,2,86,0,0,2024-05-14T04:54:12.232Z
30,30,9,2,86,0,0,2024-05-14T04:54:13.470Z
30,30,9,2,86,0,0,2024-05-14T04:54:14.697Z
30,30,9,2,86,0,0,2024-05-14T04:54:15.934Z
30,30,9,2,86,0,0,2024-05-14T04:54:17.114Z
30,30,9,2,86,0,0,2024-05-14T04:54:22.632Z
30,30,9,2,86,0,0,2024-05-14T04:54:24.063Z
30,30,9,2,86,0,0,2024-05-14T04:54:25.243Z
30,30,9,2,86,0,0,2024-05-14T04:54:26.397Z
30,30,9,2,86,0,0,2024-05-14T04:54:27.585Z
30,30,9,2,86,0,0,2024-05-14T04:54:28.776Z
30,30,9,2,86,0,0,2024-05-14T04:54:29.971Z
30,30,9,2,86,0,0,2024-05-14T04:54:31.150Z
30,30,9,2,86,0,0,2024-05-14T04:54:32.306Z
30,30,9,2,86,0,0,2024-05-14T04:54:33.490Z
30,30,9,2,86,0,0,2024-05-14T04:54:34.670Z
30,30,9,2,86,0,0,2024-05-14T04:54:35.892Z
30,30,9,2,86,0,0,2024-05-14T04:54:37.138Z
30,30,9,2,86,0,0,2024-05-14T04:54:38.327Z
30,30,9,2,86,0,0,2024-05-14T04:54:39.577Z
30,30,9,2,86,0,0,2024-05-14T04:54:40.721Z
30,30,9,2,86,0,0,2024-05-14T04:54:41.918Z
30,30,9,2,86,0,0,2024-05-14T04:54:43.083Z
30,30,9,2,86,0,0,2024-05-14T04:54:44.292Z
30,30,9,2,86,0,0,2024-05-14T04:54:45.534Z
30,30,9,2,86,0,0,2024-05-14T04:54:46.762Z
30,30,9,2,86,0,0,2024-05-14T04:54:47.969Z
30,30,9,2,86,0,0,2024-05-14T04:54:49.142Z
30,30,9,2,86,0,0,2024-05-14T04:54:50.329Z
30,30,9,2,86,0,0,2024-05-14T04:54:51.486Z
30,30,9,2,86,0,0,2024-05-14T04:54:52.673Z
30,30,9,2,86,0,0,2024-05-14T04:54:53.834Z
30,30,9,2,86,0,0,2024-05-14T04:54:55.038Z
30,30,9,2,86,0,0,2024-05-14T04:54:56.270Z
30,30,9,2,86,0,0,2024-05-14T04:54:57.527Z
30,30,9,2,86,0,0,2024-05-14T04:54:58.706Z
30,30,9,2,86,0,0,2024-05-14T04:54:59.863Z
30,30,9,2,86,0,0,2024-05-14T04:55:02.041Z
30,30,9,2,86,0,0,2024-05-14T04:55:04.261Z
30,30,9,2,86,0,0,2024-05-14T04:55:05.421Z
30,30,9,2,86,0,0,2024-05-14T04:55:06.648Z
30,30,9,2,86,0,0,2024-05-14T04:55:07.943Z
30,30,9,2,86,0,0,2024-05-14T04:55:09.181Z
30,30,9,2,86,0,0,2024-05-14T04:55:10.525Z
30,30,9,2,86,0,0,2024-05-14T04:55:11.696Z
30,30,9,2,86,0,0,2024-05-14T04:55:12.944Z
30,30,9,2,86,0,0,2024-05-14T04:55:14.192Z
30,30,9,2,86,0,0,2024-05-14T04:55:15.469Z
30,30,9,2,86,0,0,2024-05-14T04:55:16.764Z
30,30,9,2,86,0,0,2024-05-14T04:55:17.916Z
30,30,9,2,86,0,0,2024-05-14T04:55:20.327Z
30,30,9,2,86,0,0,2024-05-14T04:55:21.926Z
30,30,9,2,86,0,0,2024-05-14T04:55:23.351Z
30,30,9,2,86,0,0,2024-05-14T04:55:25.216Z
30,30,9,2,86,0,0,2024-05-14T04:55:27.014Z
30,30,9,2,86,0,0,2024-05-14T04:55:28.339Z
30,30,9,2,86,0,0,2024-05-14T04:55:29.587Z
30,30,9,2,86,0,0,2024-05-14T04:55:30.846Z
30,30,9,2,86,0,0,2024-05-14T04:55:32.111Z
30,30,9,2,86,0,0,2024-05-14T04:55:33.343Z
30,30,9,2,86,0,0,2024-05-14T04:55:34.630Z
30,30,9,2,86,0,0,2024-05-14T04:55:35.923Z
30,30,9,2,86,0,0,2024-05-14T04:55:37.230Z
30,30,9,2,86,0,0,2024-05-14T04:55:38.449Z
30,30,9,2,86,0,0,2024-05-14T04:55:39.619Z
30,30,9,2,86,0,0,2024-05-14T04:55:40.847Z
30,30,9,2,86,0,0,2024-05-14T04:55:42.044Z
30,30,9,2,86,0,0,2024-05-14T04:55:43.273Z
30,30,9,2,86,0,0,2024-05-14T04:55:44.507Z
30,30,9,2,86,0,0,2024-05-14T04:55:46.756Z
30,30,9,2,86,0,0,2024-05-14T04:55:47.990Z
30,30,9,2,86,0,0,2024-05-14T04:55:49.153Z
30,30,9,2,86,0,0,2024-05-14T04:55:50.324Z
30,30,9,2,86,0,0,2024-05-14T04:55:51.566Z
30,30,9,2,86,0,0,2024-05-14T04:55:52.719Z
30,30,9,2,86,0,0,2024-05-14T04:55:54.028Z
30,30,9,2,86,0,0,2024-05-14T04:55:55.177Z
30,30,9,2,86,0,0,2024-05-14T04:55:56.388Z
30,30,9,2,86,0,0,2024-05-14T04:55:57.565Z
30,30,9,2,86,0,0,2024-05-14T04:55:58.722Z
30,30,9,2,86,0,0,2024-05-14T04:56:00.889Z
30,30,9,2,86,0,0,2024-05-14T04:56:02.112Z
30,30,9,2,86,0,0,2024-05-14T04:56:03.296Z
30,30,9,2,86,0,0,2024-05-14T04:56:04.457Z
30,30,9,2,86,0,0,2024-05-14T04:56:05.612Z
30,30,9,2,86,0,0,2024-05-14T04:56:06.848Z
30,30,9,2,86,0,0,2024-05-14T04:56:08.047Z
30,30,9,2,86,0,0,2024-05-14T04:56:09.206Z
30,30,9,2,86,0,0,2024-05-14T04:56:10.432Z
30,30,9,2,86,0,0,2024-05-14T04:56:12.690Z
30,30,9,2,86,0,0,2024-05-14T04:56:13.889Z
30,30,9,2,86,0,0,2024-05-14T04:56:15.145Z
30,30,9,2,86,0,0,2024-05-14T04:56:16.348Z
30,30,9,2,86,0,0,2024-05-14T04:56:17.596Z
30,30,9,2,86,0,0,2024-05-14T04:56:18.810Z
30,30,9,2,86,0,0,2024-05-14T04:56:20.003Z
30,30,9,2,86,0,0,2024-05-14T04:56:21.454Z
30,30,9,2,86,0,0,2024-05-14T04:56:22.977Z
30,30,9,2,86,0,0,2024-05-14T04:56:24.247Z
30,30,9,2,86,0,0,2024-05-14T04:56:25.454Z
30,30,9,2,86,0,0,2024-05-14T04:56:26.721Z
30,31,9,2,86,0,0,2024-05-14T04:56:28.021Z
30,30,9,2,86,0,0,2024-05-14T04:56:29.382Z
30,30,9,2,86,0,0,2024-05-14T04:56:30.682Z
30,31,9,2,86,0,0,2024-05-14T04:56:31.916Z
30,30,9,2,86,0,0,2024-05-14T04:56:33.135Z
30,30,9,2,86,0,0,2024-05-14T04:56:34.381Z
30,30,9,2,86,0,0,2024-05-14T04:56:35.700Z
30,30,9,2,86,0,0,2024-05-14T04:56:36.919Z
30,31,9,2,86,0,0,2024-05-14T04:56:38.091Z
30,31,9,2,86,0,0,2024-05-14T04:56:39.391Z
30,31,9,2,86,0,0,2024-05-14T04:56:40.634Z
30,30,9,2,86,0,0,2024-05-14T04:56:42.875Z
30,30,9,2,86,0,0,2024-05-14T04:56:44.160Z
30,30,9,2,86,0,0,2024-05-14T04:56:45.321Z
30,30,9,2,86,0,0,2024-05-14T04:56:47.498Z
30,31,9,2,86,0,0,2024-05-14T04:56:48.824Z
30,30,9,2,86,0,0,2024-05-14T04:56:51.180Z
30,30,9,2,86,0,0,2024-05-14T04:56:52.417Z
30,30,9,2,86,0,0,2024-05-14T04:56:53.712Z
30,30,9,2,86,0,0,2024-05-14T04:56:54.945Z
30,30,9,2,86,0,0,2024-05-14T04:56:56.283Z
30,30,9,2,86,0,0,2024-05-14T04:56:57.509Z
30,30,9,2,86,0,0,2024-05-14T04:56:58.746Z
30,30,9,2,86,0,0,2024-05-14T04:56:59.966Z
30,31,9,2,86,0,0,2024-05-14T04:57:01.220Z
30,30,9,2,86,0,0,2024-05-14T04:57:02.424Z
30,30,9,2,86,0,0,2024-05-14T04:57:03.768Z
30,30,9,2,86,0,0,2024-05-14T04:57:04.984Z
30,30,9,2,86,0,0,2024-05-14T04:57:06.137Z
30,30,9,2,86,0,0,2024-05-14T04:57:07.329Z
30,30,9,2,86,0,0,2024-05-14T04:57:09.505Z
30,31,9,2,86,0,0,2024-05-14T04:57:10.725Z
30,30,9,2,86,0,0,2024-05-14T04:57:11.875Z
30,30,9,2,86,0,0,2024-05-14T04:57:13.073Z
30,30,9,2,86,0,0,2024-05-14T04:57:14.303Z
30,30,9,2,86,0,0,2024-05-14T04:57:15.535Z
30,30,9,2,86,0,0,2024-05-14T04:57:16.759Z
30,31,9,2,86,0,0,2024-05-14T04:57:18.004Z
30,30,9,2,86,0,0,2024-05-14T04:57:19.220Z
30,31,9,2,86,0,0,2024-05-14T04:57:20.473Z
30,30,9,2,86,0,0,2024-05-14T04:57:21.779Z
30,30,9,2,86,0,0,2024-05-14T04:57:22.966Z
30,30,9,2,86,0,0,2024-05-14T04:57:24.234Z
30,30,9,2,86,0,0,2024-05-14T04:57:27.445Z
30,31,9,2,86,0,0,2024-05-14T04:57:28.637Z
30,31,9,2,86,0,0,2024-05-14T04:57:29.869Z
30,30,9,2,86,0,0,2024-05-14T04:57:31.103Z
30,30,9,2,86,0,0,2024-05-14T04:57:33.261Z
30,31,9,2,86,0,0,2024-05-14T04:57:34.574Z
30,31,9,2,86,0,0,2024-05-14T04:57:35.994Z
30,31,9,2,86,0,0,2024-05-14T04:57:45.956Z
30,31,9,2,86,0,0,2024-05-14T04:57:47.396Z
30,31,9,2,86,0,0,2024-05-14T04:57:48.621Z
30,31,9,2,86,0,0,2024-05-14T04:57:49.842Z
30,31,9,2,86,0,0,2024-05-14T04:57:50.994Z
30,31,9,2,86,0,0,2024-05-14T04:57:52.204Z
30,30,9,2,86,0,0,2024-05-14T04:57:53.428Z
30,30,9,2,86,0,0,2024-05-14T04:57:54.650Z
30,31,9,2,86,0,0,2024-05-14T04:57:55.871Z
30,31,9,2,86,0,0,2024-05-14T04:57:57.112Z
30,30,9,2,86,0,0,2024-05-14T04:57:58.272Z
30,30,9,2,86,0,0,2024-05-14T04:58:00.482Z
30,31,9,2,86,0,0,2024-05-14T04:58:01.720Z
30,31,9,2,86,0,0,2024-05-14T04:58:03.235Z
30,30,9,2,86,0,0,2024-05-14T04:58:05.799Z
30,31,9,2,86,0,0,2024-05-14T04:58:07.234Z
30,31,9,2,86,0,0,2024-05-14T04:58:08.400Z
30,31,9,2,86,0,0,2024-05-14T04:58:09.605Z
30,31,9,2,86,0,0,2024-05-14T04:58:10.829Z
30,31,9,2,86,0,0,2024-05-14T04:58:12.061Z
30,31,9,2,86,0,0,2024-05-14T04:58:13.276Z
30,31,9,2,86,0,0,2024-05-14T04:58:14.542Z
30,31,9,2,86,0,0,2024-05-14T04:58:15.736Z
30,31,9,2,86,0,0,2024-05-14T04:58:18.187Z
30,31,9,2,86,0,0,2024-05-14T04:58:19.435Z
30,30,9,2,86,0,0,2024-05-14T04:58:20.766Z
30,30,9,2,86,0,0,2024-05-14T04:58:23.016Z
30,31,9,2,86,0,0,2024-05-14T04:58:24.245Z
30,31,9,2,86,0,0,2024-05-14T04:58:25.562Z
30,30,9,2,86,0,0,2024-05-14T04:58:26.711Z
30,31,9,2,86,0,0,2024-05-14T04:58:27.927Z
30,31,9,2,86,0,0,2024-05-14T04:58:29.088Z
30,31,9,2,86,0,0,2024-05-14T04:58:30.293Z
30,31,9,2,86,0,0,2024-05-14T04:58:31.626Z
30,31,9,2,86,0,0,2024-05-14T04:58:32.835Z
30,31,9,2,86,0,0,2024-05-14T04:58:34.182Z
30,31,9,2,86,0,0,2024-05-14T04:58:35.415Z
30,31,9,2,86,0,0,2024-05-14T04:58:36.724Z
30,31,9,2,86,0,0,2024-05-14T04:58:37.968Z
30,31,9,2,86,0,0,2024-05-14T04:58:39.307Z
30,31,9,2,86,0,0,2024-05-14T04:58:40.540Z
30,31,9,2,86,0,0,2024-05-14T04:58:41.740Z
30,31,9,2,86,0,0,2024-05-14T04:58:42.980Z
30,31,9,2,86,0,0,2024-05-14T04:58:45.234Z
30,31,9,2,86,0,0,2024-05-14T04:58:46.463Z
30,31,9,2,86,0,0,2024-05-14T04:58:47.718Z
30,31,9,2,86,0,0,2024-05-14T04:58:48.930Z
30,31,9,2,86,0,0,2024-05-14T04:58:50.583Z
30,31,9,2,86,0,0,2024-05-14T04:58:51.899Z
30,31,9,2,86,0,0,2024-05-14T04:58:53.213Z
30,31,9,2,86,0,0,2024-05-14T04:58:54.463Z
30,31,9,2,86,0,0,2024-05-14T04:58:55.798Z
30,31,9,2,86,0,0,2024-05-14T04:58:57.210Z
30,31,9,2,86,0,0,2024-05-14T04:58:59.475Z
30,31,9,2,86,0,0,2024-05-14T04:59:00.647Z
30,31,9,2,86,0,0,2024-05-14T04:59:02.057Z
30,31,9,2,86,0,0,2024-05-14T04:59:05.422Z
30,31,9,2,86,0,0,2024-05-14T04:59:06.718Z
30,31,9,2,86,0,0,2024-05-14T04:59:07.980Z
30,31,9,2,86,0,0,2024-05-14T04:59:09.193Z
30,31,9,2,86,0,0,2024-05-14T04:59:10.521Z
30,31,9,2,86,0,0,2024-05-14T04:59:11.756Z
30,31,9,2,86,0,0,2024-05-14T04:59:13.078Z
30,31,9,2,86,0,0,2024-05-14T04:59:14.320Z
30,31,9,2,86,0,0,2024-05-14T04:59:15.655Z
30,31,9,2,86,0,0,2024-05-14T04:59:16.822Z
30,31,9,2,86,0,0,2024-05-14T04:59:18.091Z
30,31,9,2,86,0,0,2024-05-14T04:59:19.339Z
30,31,9,2,86,0,0,2024-05-14T04:59:20.666Z
30,31,9,2,86,0,0,2024-05-14T04:59:21.845Z
30,30,9,2,86,0,0,2024-05-14T04:59:24.546Z
30,31,9,2,86,0,0,2024-05-14T04:59:25.769Z
30,31,9,2,86,0,0,2024-05-14T04:59:27.013Z
30,31,9,2,86,0,0,2024-05-14T04:59:28.229Z
30,31,9,2,86,0,0,2024-05-14T04:59:29.598Z
30,31,9,2,86,0,0,2024-05-14T04:59:30.856Z
30,31,9,2,86,0,0,2024-05-14T04:59:32.367Z
30,31,9,2,86,0,0,2024-05-14T04:59:33.685Z
30,31,9,2,86,0,0,2024-05-14T04:59:34.910Z
30,31,9,2,86,0,0,2024-05-14T04:59:38.937Z
30,31,9,2,86,0,0,2024-05-14T04:59:41.132Z
30,31,9,2,86,0,0,2024-05-14T04:59:45.526Z
30,31,9,2,86,0,0,2024-05-14T04:59:46.868Z
30,31,9,2,86,0,0,2024-05-14T04:59:48.625Z
30,31,9,2,86,0,0,2024-05-14T04:59:49.833Z
30,31,9,2,86,0,0,2024-05-14T04:59:50.986Z
30,31,9,2,86,0,0,2024-05-14T04:59:53.332Z
30,31,9,2,86,0,0,2024-05-14T04:59:56.391Z
30,31,9,2,86,0,0,2024-05-14T04:59:57.714Z
30,31,9,2,86,0,0,2024-05-14T04:59:58.977Z
30,31,9,2,86,0,0,2024-05-14T05:00:00.189Z
30,31,9,2,86,0,0,2024-05-14T05:00:01.442Z
30,31,9,2,86,0,0,2024-05-14T05:00:02.742Z
30,31,9,2,86,0,0,2024-05-14T05:00:03.992Z
30,31,9,2,86,0,0,2024-05-14T05:00:05.205Z
30,31,9,2,86,0,0,2024-05-14T05:00:06.572Z
30,31,9,2,86,0,0,2024-05-14T05:00:07.801Z
30,31,9,2,86,0,0,2024-05-14T05:00:08.995Z
30,31,9,2,86,0,0,2024-05-14T05:00:10.148Z
30,31,9,2,86,0,0,2024-05-14T05:00:11.383Z
30,31,9,2,86,0,0,2024-05-14T05:00:12.586Z
30,31,9,2,86,0,0,2024-05-14T05:00:13.831Z
30,31,9,2,86,0,0,2024-05-14T05:00:17.087Z
30,31,9,2,86,0,0,2024-05-14T05:00:18.321Z
30,31,9,2,86,0,0,2024-05-14T05:00:19.551Z
30,31,9,2,86,0,0,2024-05-14T05:00:20.783Z
30,31,12,2,86,0,0,2024-05-14T05:00:22.140Z
30,31,12,2,86,0,0,2024-05-14T05:00:23.567Z
30,31,12,2,86,0,0,2024-05-14T05:00:25.993Z
30,31,12,2,86,0,0,2024-05-14T05:00:27.145Z
30,31,12,2,86,0,0,2024-05-14T05:00:28.318Z
30,31,12,2,86,0,0,2024-05-14T05:00:29.602Z
30,31,12,2,89,0,0,2024-05-14T05:00:30.904Z
30,31,12,2,89,0,0,2024-05-14T05:00:32.074Z
30,31,12,2,89,0,0,2024-05-14T05:00:33.244Z
30,31,12,2,89,0,0,2024-05-14T05:00:34.500Z
30,31,12,2,89,0,0,2024-05-14T05:00:35.745Z
30,31,12,2,89,0,0,2024-05-14T05:00:36.954Z
30,31,12,2,89,0,0,2024-05-14T05:00:38.108Z
30,31,12,2,89,0,0,2024-05-14T05:00:39.323Z
30,31,12,2,89,0,0,2024-05-14T05:00:40.539Z
30,31,12,2,89,0,0,2024-05-14T05:00:41.778Z
30,31,12,2,89,0,0,2024-05-14T05:00:42.997Z
30,31,12,2,89,0,0,2024-05-14T05:00:44.152Z
30,31,12,2,89,0,0,2024-05-14T05:00:45.392Z
30,31,15,2,89,0,0,2024-05-14T05:00:46.690Z
30,31,15,2,89,0,0,2024-05-14T05:00:47.894Z
30,31,15,2,89,0,0,2024-05-14T05:00:49.057Z
30,31,21,2,89,0,0,2024-05-14T05:00:50.269Z
30,31,21,2,89,0,0,2024-05-14T05:00:51.500Z
30,31,21,2,89,0,0,2024-05-14T05:00:52.727Z
30,31,21,2,89,0,0,2024-05-14T05:00:53.960Z
30,31,21,7,89,0,0,2024-05-14T05:00:55.596Z
30,31,21,7,89,0,0,2024-05-14T05:00:56.826Z
30,31,21,7,89,0,0,2024-05-14T05:00:58.024Z
30,31,21,7,89,0,0,2024-05-14T05:00:59.181Z
30,31,21,7,89,0,0,2024-05-14T05:01:00.506Z
30,31,21,7,89,0,0,2024-05-14T05:01:05.833Z
30,31,21,10,89,0,0,2024-05-14T05:01:07.161Z
30,31,21,10,89,0,0,2024-05-14T05:01:08.501Z
30,31,21,10,89,0,0,2024-05-14T05:01:09.727Z
30,31,21,10,89,0,0,2024-05-14T05:01:10.991Z
30,31,21,10,89,0,0,2024-05-14T05:01:12.274Z
30,31,21,10,89,0,0,2024-05-14T05:01:13.932Z
30,31,21,10,89,0,0,2024-05-14T05:01:15.475Z
30,31,22,10,89,0,0,2024-05-14T05:01:17.184Z
30,31,22,10,89,0,0,2024-05-14T05:01:18.763Z
30,31,22,10,89,0,0,2024-05-14T05:01:20.060Z
30,31,22,10,89,0,0,2024-05-14T05:01:21.592Z
30,31,22,10,89,0,0,2024-05-14T05:01:24.552Z
30,31,22,10,89,0,0,2024-05-14T05:01:25.922Z
30,31,22,10,89,0,0,2024-05-14T05:01:27.123Z
30,31,22,10,89,0,0,2024-05-14T05:01:28.452Z
30,31,22,10,89,0,0,2024-05-14T05:01:30.081Z
30,31,22,10,89,0,0,2024-05-14T05:01:31.597Z
30,31,22,10,89,0,0,2024-05-14T05:01:33.988Z
30,31,22,10,89,0,0,2024-05-14T05:01:35.263Z
30,31,22,10,89,0,0,2024-05-14T05:01:36.565Z
30,31,22,10,89,0,0,2024-05-14T05:01:37.910Z
30,31,22,10,99,0,0,2024-05-14T05:01:42.046Z
30,31,22,10,100,0,0,2024-05-14T05:01:43.308Z
30,31,22,10,100,0,0,2024-05-14T05:01:44.536Z
30,31,22,10,100,0,0,2024-05-14T05:01:45.688Z
30,31,22,10,100,0,0,2024-05-14T05:01:46.898Z
30,31,22,10,100,0,0,2024-05-14T05:01:48.120Z
30,31,22,10,100,0,0,2024-05-14T05:01:49.532Z
30,31,22,10,100,0,0,2024-05-14T05:01:50.901Z
30,31,22,25,100,0,0,2024-05-14T05:01:54.047Z
30,31,22,25,100,0,0,2024-05-14T05:01:55.679Z
30,31,22,25,100,0,0,2024-05-14T05:01:56.982Z
30,31,22,25,100,0,0,2024-05-14T05:01:58.256Z
30,31,22,25,100,0,0,2024-05-14T05:01:59.421Z
30,31,22,25,100,0,0,2024-05-14T05:02:00.606Z
30,31,22,25,100,0,0,2024-05-14T05:02:01.856Z
30,31,22,25,100,0,0,2024-05-14T05:02:09.369Z
30,31,22,25,100,0,0,2024-05-14T05:02:10.950Z
30,31,22,25,100,0,0,2024-05-14T05:02:12.168Z
30,31,0,0,0,0,0,2024-05-14T05:02:39.050Z
30,31,0,0,0,0,0,2024-05-14T05:02:40.350Z
30,31,0,0,0,0,0,2024-05-14T05:02:41.596Z
30,31,0,0,0,0,0,2024-05-14T05:02:42.922Z
30,31,0,0,0,0,0,2024-05-14T05:02:44.319Z
30,31,0,0,0,0,0,2024-05-14T05:02:45.592Z
30,31,0,0,0,0,0,2024-05-14T05:02:46.791Z
30,31,0,0,0,0,0,2024-05-14T05:02:47.949Z
30,31,0,0,0,0,0,2024-05-14T05:02:49.185Z
30,31,0,0,0,0,0,2024-05-14T05:02:50.418Z
30,31,0,0,0,0,0,2024-05-14T05:02:51.715Z
30,31,0,0,0,0,0,2024-05-14T05:02:53.052Z
30,31,0,0,0,0,0,2024-05-14T05:02:54.263Z
30,31,0,0,0,0,0,2024-05-14T05:02:55.530Z
30,31,0,0,0,0,0,2024-05-14T05:02:58.805Z
30,31,0,0,0,0,0,2024-05-14T05:03:00.308Z
30,31,0,0,0,0,0,2024-05-14T05:03:01.863Z
30,31,0,0,0,0,0,2024-05-14T05:03:03.315Z
30,31,0,0,0,0,0,2024-05-14T05:03:04.656Z
30,31,0,0,0,0,0,2024-05-14T05:03:06.031Z
30,31,0,0,0,0,0,2024-05-14T05:03:07.302Z
30,31,0,0,0,0,0,2024-05-14T05:03:08.506Z
30,31,0,0,0,0,0,2024-05-14T05:03:10.865Z
30,31,0,0,0,0,0,2024-05-14T05:03:12.114Z
30,31,0,0,0,0,0,2024-05-14T05:03:13.614Z
30,31,0,0,0,0,0,2024-05-14T05:03:14.859Z
30,31,63,0,0,0,0,2024-05-14T05:03:17.612Z
30,31,63,0,0,0,0,2024-05-14T05:03:18.853Z
30,31,63,0,0,0,0,2024-05-14T05:03:20.092Z
30,31,63,0,0,0,0,2024-05-14T05:03:21.313Z
30,31,63,0,0,0,0,2024-05-14T05:03:22.461Z
30,31,63,0,0,0,0,2024-05-14T05:03:23.664Z
30,31,63,0,0,0,0,2024-05-14T05:03:24.893Z
30,31,63,0,0,0,0,2024-05-14T05:03:26.125Z
30,31,63,0,0,0,0,2024-05-14T05:03:27.270Z
30,31,63,0,0,0,0,2024-05-14T05:03:28.450Z
30,31,63,0,0,0,0,2024-05-14T05:03:29.606Z
30,31,63,0,0,0,0,2024-05-14T05:03:30.831Z
30,31,63,0,0,0,0,2024-05-14T05:03:32.059Z
30,31,63,0,0,0,0,2024-05-14T05:03:33.249Z
30,31,63,0,0,0,0,2024-05-14T05:03:34.414Z
30,31,63,0,0,0,0,2024-05-14T05:03:35.599Z
30,31,63,0,0,0,0,2024-05-14T05:03:36.879Z
30,31,63,0,0,0,0,2024-05-14T05:03:38.052Z
30,31,35,0,0,0,0,2024-05-14T05:03:41.472Z
30,31,35,0,0,0,0,2024-05-14T05:03:42.710Z
30,31,35,0,0,0,0,2024-05-14T05:03:43.925Z
30,31,35,0,0,0,0,2024-05-14T05:03:45.170Z
30,31,35,0,0,0,0,2024-05-14T05:03:46.418Z
30,31,35,0,0,0,0,2024-05-14T05:03:47.713Z
30,31,35,0,0,0,0,2024-05-14T05:03:48.864Z
30,31,35,0,0,0,0,2024-05-14T05:03:50.078Z
30,31,35,0,0,0,0,2024-05-14T05:03:51.228Z
30,31,35,0,0,0,0,2024-05-14T05:03:52.388Z
30,31,35,0,0,0,0,2024-05-14T05:03:53.560Z
30,31,35,0,0,0,0,2024-05-14T05:03:54.706Z
30,31,35,0,0,0,0,2024-05-14T05:03:55.912Z
30,31,35,0,0,0,0,2024-05-14T05:03:58.080Z
30,31,35,0,0,0,0,2024-05-14T05:03:59.228Z
30,31,35,0,0,0,0,2024-05-14T05:04:00.417Z
30,31,35,0,0,0,0,2024-05-14T05:04:01.568Z
30,31,35,0,0,0,0,2024-05-14T05:04:02.762Z
30,31,35,0,0,0,0,2024-05-14T05:04:03.932Z
30,31,35,0,0,0,0,2024-05-14T05:04:05.126Z
30,31,35,0,0,0,0,2024-05-14T05:04:06.466Z
30,31,35,0,0,0,0,2024-05-14T05:04:07.797Z
30,31,35,0,0,0,0,2024-05-14T05:04:08.949Z
30,31,35,0,0,0,0,2024-05-14T05:04:10.152Z
30,31,35,0,0,0,0,2024-05-14T05:04:11.389Z
30,31,35,0,0,0,0,2024-05-14T05:04:12.597Z
30,31,35,0,0,0,0,2024-05-14T05:04:13.759Z
30,31,35,0,0,0,0,2024-05-14T05:04:14.962Z
30,31,35,0,0,0,0,2024-05-14T05:04:16.306Z
30,31,35,0,0,0,0,2024-05-14T05:04:17.524Z
30,31,35,0,0,0,0,2024-05-14T05:04:18.774Z
30,31,35,0,0,255,0,2024-05-14T05:04:21.097Z
30,31,35,0,0,255,0,2024-05-14T05:04:22.339Z
31,31,35,0,0,255,0,2024-05-14T05:04:23.554Z
33,32,35,0,0,255,0,2024-05-14T05:04:25.913Z
36,32,35,0,0,255,0,2024-05-14T05:04:28.258Z
41,33,35,0,0,255,0,2024-05-14T05:04:29.488Z
44,34,35,0,0,255,0,2024-05-14T05:04:30.932Z
47,34,35,0,0,255,0,2024-05-14T05:04:32.182Z
51,35,35,0,0,255,0,2024-05-14T05:04:34.405Z
63,37,35,0,15,255,0,2024-05-14T05:04:38.002Z
66,37,35,0,15,255,0,2024-05-14T05:04:39.228Z
70,38,35,0,15,255,0,2024-05-14T05:04:40.469Z
73,38,35,0,15,255,0,2024-05-14T05:04:41.649Z
77,38,35,0,15,255,0,2024-05-14T05:04:43.270Z
81,39,35,0,15,255,0,2024-05-14T05:04:44.485Z
86,40,35,0,15,255,0,2024-05-14T05:04:47.232Z
92,40,35,0,15,255,0,2024-05-14T05:04:48.574Z
95,41,35,0,15,255,0,2024-05-14T05:04:49.776Z
98,41,35,0,15,255,0,2024-05-14T05:04:50.942Z
102,42,35,0,15,255,0,2024-05-14T05:04:52.244Z
105,42,35,0,15,255,0,2024-05-14T05:04:53.471Z
108,43,35,0,15,255,0,2024-05-14T05:04:54.698Z
